customer_id,Feature 0,Feature 1,Feature 2
a2f0923869c7e873752a99487b19ae10,38.361263,4.214418,22.845943
ab4b1f066f765ca55379539a748cd149,-9.985887,27.998795,-30.369808
b0d03b894a5732b5b3e4d1fde14c8475,8.673698,-3.1445127,13.550155
eafdef87d0af3f512d0c700ebdf26fc9,26.113403,-20.516249,15.604189
0102141b6d788acf7579a438d0b3ea2d,-1.3660144,35.134995,-27.38151
0bdc7487ea89aebcca57a5f37e91102d,5.078281,27.283752,-10.834061
124cb7fd77ed843763e34a357fd3bdf2,-4.8131785,-1.1751784,-7.8626704
32bdcaeb48aef771bce0a6ed3461ac0c,0.3042353,-20.037338,-1.1350828
3594042e8f9f11da1d25df4ec2271fdc,-19.062963,-17.227434,2.0419629
52a442a4d4b9b35099b07405f312f7fb,17.36871,-16.594925,1.6704484
5d579a02cce84b52dd3a7f5b5d973c8d,17.449179,-16.148249,9.612797
8ad3b2ac0803f9ad01472ab08787a9d9,-0.74216247,24.863192,26.662266
8c3c985c6f663ccb15eb1d03e83ce52f,17.248388,26.57074,-12.30079
a363e046f58c0cbc95ff8f82e54f0ac6,32.73519,-1.4534968,9.223531
b751b61718ea87ceb6df34026db1113d,7.2999153,1.0453053,33.658543
cd878640f95fdd84a86485bb22cf2e3e,29.978477,-14.060805,-14.4321785
0131cecc1b26850bd0b5481bec0b1e2c,30.21988,-1.0989172,-5.3402476
0b45f435fd8ba508f5735673259b251e,-5.5247364,-3.9415886,12.955304
12d5522ed05621c3a295b97c5e88c716,4.0803943,27.367983,24.423452
1da6a00589f57813888d69843d87a760,-5.9887586,-14.0034485,-14.043874
1e02006bf2479c345443a83cedc91d7f,-5.045016,-8.165357,11.448901
27dcbe0058941b092c03e05a360d55c5,6.452254,31.471863,6.8414884
48009a4899fefe4d23aa02cbbad06933,-1.7684472,20.92364,19.773594
57086833f0feaf244a7b192a1982cc39,25.47653,-18.350365,8.777377
68a3096dc906fdbd1a8f953a0fca8f31,40.962044,-5.176104,-6.1041493
6d0954994f4c05a8ae9372a458002113,29.610199,4.9214454,-10.820804
1fd7f02ec2facf42ce0fce40d51217c6,-12.021047,7.5619025,-0.031479485
20a1c3fefbde66267b3436fc68a45365,12.620643,7.812798,31.576572
31328936923a22616f9036c9c9d7fa65,21.500734,-2.0447745,12.631487
3bc7831bc3ff03addce51bdd65a86267,13.671168,-27.262058,20.209044
405d2752d1972c32663e4eb508f5af4b,-8.830085,-12.346312,-1.5887647
716f6432447ff421c7bc472b10d8c706,30.618538,4.069618,28.13339
74b0d2bd5cd2ab04d4db032a9bfb4859,15.499204,-3.494247,37.16424
76dd41938e5f6a024ffe85f0c20e769c,17.34819,-10.041653,-14.869104
78e5fbd59b2c1328ab1ec475e1b275fb,13.350627,7.5207186,28.920622
85d2697252abf84eaa403412a7c8437e,13.247102,23.369427,24.900875
98072d1d302ecbd6ce36d04569065a51,25.402283,-19.258472,1.5103891
9bdb8f377a2b41508a06a9b35b837bc2,5.7116995,-14.651451,31.336536
e330587a9ae7dfdf7146a939a4626a7d,27.645664,3.0376105,34.35345
002b9f6e118c54f1292e03d1a04d516e,-1.7128968,-32.145836,11.026321
0b3edad2380fcfe51582026ed1b9fb36,-2.982851,12.750084,-13.017303
1e931e6d0dadc629c3c6665733f72294,4.1591763,14.475074,-14.809683
30bec2057fcc1f1757ae735deb9b9c2c,0.8104098,-9.518982,1.5590174
4943683dbb6bebb1bd511606a8c2b08c,4.3931556,19.376104,-29.850273
5b1c46aecbd8b8ff04ef7ff3062eaf30,10.27736,-21.707712,32.142483
5fd5f5802e847394e2d4baab4d5e5e15,14.084667,23.145548,-18.247562
69e428abb01c932a1ba230fc3fd6b033,32.274002,-12.1044445,27.965353
8f6ac806b7d69b48a12f39d57cbe3991,25.22516,-23.895021,-13.104883
95352f91476151f9caa1c5a2eebb456c,3.5951545,-4.4726014,-15.652725
a62d8e8ade6f3193cb165351a356fd83,17.751097,3.1814752,10.482846
af6fe4036264066752a1af44d84d31dc,-12.59001,7.513874,-4.7508893
e168f375752ebacbcdf4a0c7fa6d92be,3.8621902,-5.7385774,1.8822588
0c247e2582dca89b370993b1022e0a4d,7.2339096,9.403279,4.705874
2ad52674b3bd93f5f90bdc1f7d068136,-12.926323,11.943898,-11.2930355
503c5b3f7ffc90155f56f861eb5962b3,2.6669445,15.304616,-24.555445
5f5246f645a2652682c9b09bcd3eca0f,13.359479,6.94528,-35.716385
785f11d626ac8e6b21c512e5e00bef95,1.456537,5.102184,3.7462115
88b2283f4847446b050fa6988e6431ac,14.035906,8.733356,31.770658
99d682285d9c1b1f45c2eba2902e230a,-3.5828261,13.323052,-13.065586
9f24bd2935f06d8cef79fce15e0483bb,2.7321544,15.45091,-24.614502
a1c6f64d3089ead596c1e46438168573,0.721816,-21.499285,-7.256619
a65e2cfad0ee43239bdcd44bf2cdd099,-7.5937595,14.13826,-13.969552
dacb27513668f98715c5e90fde7dca14,11.055912,-12.66391,-5.863172
13c1d4d4bcead9f1edf32473d843ffcf,25.411911,-18.431845,18.660221
1c1356149fc0b7228caace9c7695f8bd,-3.652847,26.702675,-33.664597
3e17d0be5b31b5eb56085106dfe47936,15.06613,-14.0781555,11.149949
5b87830d35c79d15f61b89c058e5a9da,-3.6908128,-20.916819,6.2788134
7adaf9f7cfd697fae3b3a2ecadc1f5b2,3.3740232,20.30913,25.266685
8796c9033daf00e888845ab79255c9da,24.859394,7.065374,-1.7961897
90a34695fcd5e380c85ec46f6058e5f1,-3.77609,-2.5699403,16.057545
966dc20e6b33533089ec801295892551,-5.697045,-8.495671,1.2552854
9c9cb9fc44a5ffb406be441c0e928d25,15.232212,28.879179,17.885288
a0f99f619b01f3756e3513715093ed3b,26.647657,-20.156298,0.8235214
ab5ada2e6bae7ff70fdf31ab8d89d39c,-8.148767,26.959818,-32.781483
b9030485ca4d670d03c2008069fb0e34,-1.3106827,-7.261516,-0.3195065
c21999a5ad31fa3c1731e14580d80d04,15.688042,15.279695,20.22242
c704fc7d460c5e5a2ab126d6c0efcfe3,1.6960626,1.5064472,6.2267656
d2c396c848e4a36bac394077080b29a0,27.37193,3.0021946,1.3314794
ea4482c6d828fa73ba2e298b594a16f6,16.385744,-25.063005,-8.60082
fbfa44aac1595b5ba4d204d33d7f2bda,17.96425,-3.519942,6.217051
0f3ac72b6f4af99591560a7a93b0e083,34.186504,-4.5547166,-7.9593215
309573b257788ac8e15fcd5054e3638a,19.930359,31.858313,-17.365513
400aec3aa0deac1d08536220a3ac2009,-25.901075,12.964046,6.479923
432fb63b60e8bf41b9d438d0d809d3c8,4.5317364,15.069228,-1.1260282
43caafea001f3d8cc40cd509d4a92581,8.696213,-16.059555,30.715862
4bec4641fa65c9e6e8a72432dcf6e6c4,38.951157,-7.1552453,-5.1288505
725c261d1583a81e1ba137e68b5bce58,5.2938147,-4.0335236,0.08707385
80e7890e14289d709c63e78492f37ada,-3.2715228,23.84998,25.760107
9c64daf35a09b55c902884dd7b06901f,-2.1973524,20.84099,-39.698494
b05950d11961efb4a8ff391e78357b93,13.288193,-16.060999,7.7084713
f8cad2e48d4a43b50290b65d5b422c5e,-21.612669,-21.919098,-3.805216
010a71d229caacf8d1dcac135faa330e,-26.795065,14.394315,30.095957
07ef3dcfaee3f712140e77d6b91d6a7f,-4.023485,-10.589961,-2.7779336
2668929f8ea36d253fdcea183b65b5b8,13.239481,32.236523,-15.7780285
44f8f4d60094050de32e2bf66e532c00,19.411549,-5.4598603,20.94108
5a8930952d6d194fa50f25f3e338a3bc,29.758755,3.3236067,-5.70918
6efae61ede15435727aab1d4c555c3f0,1.6867197,31.566793,26.350365
934135f546ffa8f8189a010b62cb7611,-7.520992,27.429953,-33.16228
bd29e8ff471f58ef9a58d169e7ba82cb,-2.1052299,1.9383125,30.667107
cedd1c26e587e7973bd0bea5db5c5709,-10.965245,7.5711102,-0.85788256
d2815fff32ffcdfab9e18903a7b781e3,-0.3025374,25.630157,-22.753578
e4212922ab3611608caec03a6424d557,-9.914871,-2.1157198,-26.181646
e6cc2fc220765ce33c42aba5ad8f1c1e,7.6260805,12.703768,22.052208
18eb2e393ba3939bc093658f2a0deec9,26.793589,21.219131,-8.239229
31d2c43181588b84811159985e74c18a,-5.457801,24.42873,12.6184
4263d63bb06695064038e693ae6761a2,8.490719,-0.97498,26.782627
581767ad474dc96db9798e89acc504e8,24.319832,21.50044,-1.2063527
6697d056ee2a5ceff9106dca7fed371e,25.095284,0.4679067,33.294567
9cdd8e1e5e494a493e2cbdbbb58daff2,20.113205,5.7028446,35.894836
a73428e40e387ead2777c85d4b45921d,24.930288,-12.710302,20.120806
c370c66366c181d1b380c6510b86c8c9,31.20279,22.835545,2.4685895
c6fbd873fbb8c36e0e22a774b672849e,21.784597,-43.596428,-10.192067
d2c435cf8e518bb69a7211a4b20cd6fd,32.423584,-7.4481792,-14.222117
e3501d720739188118aac00cb39f3317,38.683033,4.1147733,15.7475395
230aca00c0d77cb2a64e67676427ae1c,10.681327,26.606169,16.913782
293cba34f2d581aa1afdca47e8f2e5e6,15.862081,26.273382,9.072782
65ca8bd3513bcd39bfe0eef66564417f,20.723152,-13.417519,28.257727
7f6e84e94d44ff340c25a98e8d46f24f,20.054688,-17.883392,-8.825104
95a5f1fdcb9c27bdb6279cbb46598c93,14.7994995,22.278124,29.08151
af1aedaee06f371e76925f59ed25bfaf,33.093906,-13.262977,31.648207
b420b1ae98d9e51aa68b6b9d3151c773,-5.818767,20.671875,-33.870575
b4e4d954511acc1c7e7710c38975248e,11.589012,-19.64602,10.477614
b994d9616ed309870323932be07dd0b4,3.0726457,-6.3209386,-13.673598
0f6b70afd7d926938aeb2ecb64ea84cb,-5.5520678,20.065784,-33.70668
2168b70aac515e8c17a6d91310cb6576,-3.4108996,33.33364,-30.15473
22c135fb258ff0b1e2503c55110d45aa,23.89296,13.755314,16.27465
22cba468291acac36fa4166e80856741,21.338057,-13.906482,18.712797
4947d34a1f654ae993854ad99d1576fd,1.7618439,4.721512,3.662473
64fdb06c9ed8c5add7abc5ab955508e5,2.224077,6.255496,7.2331705
6675f03dbd564e403c2e3840ff72c066,24.078503,0.31494772,4.2132764
aa26dd58636a7f95512ecd9cf44bccbd,13.585466,30.942709,12.92441
af8e3c224509de92b734eb929e8466be,16.514893,23.938349,-8.184345
c169dadd88239eb33dd26bc51cb98bf7,-11.778853,-21.58824,6.2655745
0b3d8f9ec44da6c2438227de733a3e50,-2.7905743,29.33178,27.888063
0c3ac456c9377448f8e796d88c21d623,-15.331443,8.48232,16.595404
230c8555bd603cfde2f519bb416838cd,17.911089,27.516373,-5.4642663
29e8c01b06da8a0d38e4dd8ac157b685,-3.611885,20.908659,-38.48271
319c0a0de5a028ac6bba6179d41932f2,8.693085,-34.30894,15.947834
6501b79da52faa22febd7df541e2ca8b,-6.1544533,9.968919,19.577353
b34d886f2e1c410f638d2c28edeeec62,4.075282,0.4667351,37.52674
0864a00cc9c5c750b0dbaeb3a971c3fc,-3.9360397,11.300668,-21.38472
135c11458de79691db416ebdb6cdf7c4,18.155396,-16.091057,-12.007627
17db3147046ed8ff13c4d677b765fe2a,-4.05112,26.862661,22.543343
1da5ebcaeceab15923368741be831a89,10.159544,16.133286,-15.054752
25b4162499caf7864762847ebea97f0d,10.586008,7.6003575,21.296337
2bf6e9e6b68d3174154c40f7e1458f45,27.274643,-26.138227,19.44113
4a3cf489f6505ab557de7036aa21ef18,10.922055,-18.31346,10.920714
9d3c3b7732ddea19534ebda750a2414c,-2.0608776,-24.006552,12.993776
a91751984569a24aba750ce9b7bcd8aa,21.874977,15.574533,24.606348
e2531e964fd0e8226eada1912d63ab7b,0.34810424,29.8586,30.331327
f57d2df4cc6bf20cccda7bac48b3c880,8.489266,-10.3443575,15.213124
444b3116f8431b864e0e6b227cc0799d,-7.246543,10.989575,-22.019613
767f5d150ebf3ea870bb92ff7827e733,17.636375,-29.081259,-15.43422
7bfd3ac6162350ae5921fb38c8f0a1ae,1.0088387,3.3850453,3.7157283
a084d4147ccdb7c5d1c01eb89841e11f,-22.954735,19.982027,25.483213
a3a5a175d2d909747e669714efa303b2,11.950833,13.021284,3.6465309
e80981a8465f54f6d3365146c0467347,17.356035,24.6649,-12.989401
061cd8c0c6f1bf318e74211dd8ecc2e2,6.3842373,-21.995316,21.289055
35ea39d522920cafe806b7b74b5a74a7,13.908923,-21.449219,-12.6392
43f01670034e306ba7f03df46e84796b,-6.0304403,14.620372,-12.663554
50ca771df650fcd9961d5a10221a905a,19.065813,-28.495064,-9.706394
7916f99b84454fa2bf37edf599b4d4d9,15.051159,16.63793,4.3305626
8f59a02a8c10c78a196096164079ef19,-3.5927808,11.603559,22.597694
9105155d997742a3ab82e3ad153f46cb,4.2685676,-3.8185587,7.6543283
c1f195c90341b11f6481b788afab6b08,4.3024235,2.700398,-0.2840353
03ed1db1585b6064a6899c1952a54502,10.774967,-5.296902,18.120075
0b18100146ce6a9cffaceca5899449ec,-3.8471437,19.74201,-41.08715
16bd5f7ef81eba62143ac331f34baa57,-9.325816,19.19209,-12.016372
1c6a442c1393a1ff9c666ac1a2be9660,16.602495,23.066748,-4.6119394
3f582f4552378237458cdb27d5000453,21.176718,-28.247643,9.087712
7041932060d162de2f0f9611d9e1599b,38.57446,-5.455404,21.24928
8c58ebd353081159b505bedf74f612ed,32.858624,-2.4419231,-3.1325927
a969e4f91118c93cd18fa92419c4bac5,-8.543889,5.306287,12.942633
0369b59365d48fc9756466e293620900,-13.809282,-19.357607,-0.37352496
0c91a239826f2d43c3fe10b75d7e488e,26.70855,0.65043384,1.4223298
3263f17ea0d648ce30979167aff1beff,21.969646,20.623093,22.050062
4063af99b0fbb104e45d01c24d26f68c,-1.4631245,17.233393,6.49284
582492194eab43cb1f107f8c58dee2ae,11.718338,-18.836388,15.943959
80f123eef6bdacbf154a6cd783e547bd,2.2484515,3.0779648,7.9322376
9b3ae64175d4e0c145f1125f2c52c116,8.568119,15.091929,-37.502384
a871dcdf05aa62f91db781b431e372d0,12.3903055,7.106873,30.660448
b5c6224fd6cdcc371e26067949e6a51d,-5.2721834,13.477523,-0.03621423
cdb7ea20c8fc38d6604dc8ec7f4fd6f3,34.6929,-16.691223,13.76737
d09155ee899f9d5bbbee75f4ffc1b1ba,15.603448,10.312888,17.88565
d61eca903cb2132e0ede0896649c33d1,3.4489806,26.522825,26.995794
f7e8e4329cda02098b2c6e56089693b2,42.664707,-4.1454105,-8.133574
42188b947a3660d0b060916f4e34335e,-17.411657,-11.679733,4.6703687
4554870d39caa776b752992e077445cc,9.26951,31.844297,-16.297792
4e55725cd1f7300dd195e20cb0bfac86,-2.9750865,-7.669133,-29.348442
63a5d3eaee0a334f663795c4976e0d8d,-7.7688875,-18.988813,7.011697
6445ba34b638202c56b1c457f6ba09e0,20.505959,26.392784,-13.583325
66c1202253321e0198970815c3c741e0,4.678847,20.837881,-15.528433
6822b1dcf0944d097d8345f54ff574a6,10.945802,-11.948294,5.3259273
767b538a4f02384d47754e5f802999a7,1.0901496,15.823481,6.0004797
7dd5284bba058ea95becd49b260d73cf,28.528593,5.988851,26.238153
d03ab973a5ae82c040aec0c6b6327f58,22.783796,2.1885629,10.083357
d888da71edad01dcb3dc1c504867810d,15.251452,13.617894,16.370218
e5bbbb4c318bddfff1d11a5c5672bd55,38.0806,-6.055824,11.56291
0d510ccba25559e7dba6ce3b2e3caf71,-6.08493,1.6805059,7.9346433
163f1cc9526a28a53f5fbd2fda9b84da,19.502098,25.807173,15.359393
24ffd203d7b9dbdd1599a94ba88325e9,-19.401217,3.7188704,25.260593
2ae9b9a067c002638985e204c2773487,-1.4754806,-6.75336,0.6776526
34d4ec6ba13511167d3ce5566ed8b3f3,-4.934065,25.794739,-33.229332
40dc372a93a52b27e0f6d3e7eda3dcff,7.0230103,13.952155,22.29071
6d26086c6534b83596e76b6e0bcc163e,-2.2236826,-9.493582,-36.79935
95b9f3e0850b3f69628216f7016b7710,26.881268,-25.463356,20.175137
9ba1c2259cfe5e2722d3ad11f61d0e03,7.1315312,-6.584906,37.496998
1db38c06b7efe304d646a6a600340c36,5.041244,16.734047,-2.7476168
1fd135ad886791999879df2036d13b04,-27.71993,1.6376684,28.863815
362b936867a827143f180760950a4614,19.125032,-2.557392,19.226208
65f60045c5cf45b88fa5d64831e21bca,12.050353,-1.5448745,3.9421146
6ba0964fba23ba2cb568b8d964a37e7b,23.17981,11.965368,-14.692245
6d3bd9c058ff00fed2bf00d0f16c2e2f,1.0685852,7.4593782,1.0780028
78f6048afded9f8db5fca8b050e854db,8.369247,-15.987587,8.333861
9536794ab3ff6028b873a921ad7099ba,22.262026,10.777989,8.218543
9c860a9051dae42ad978bcec878f431e,5.8949127,25.712683,-10.7191725
b208f6de36eb344f18e5be53d3dafabc,37.2703,5.4408374,-7.566865
bd02e904882d8270be6fbf2ac1dcae4e,8.124,-11.626892,1.3562092
16d580cd31fe29041fc9efba3ee723c5,3.6659925,-7.3032894,-7.4149947
20fe4e0e92cde0d145e3328f355f4d7c,26.556322,-12.966589,5.1643825
23df5fd6c419bf85d87f76949d98feb8,3.8367155,1.3341128,-10.999106
308b0c31904ac2d3911d90768acda02a,-3.809063,24.864548,12.031267
57c8ca3ea476371ad46ee80d6d6975b0,26.159492,-19.691813,28.565533
7291653d88cc00eb276ada3bf9c022f2,16.373081,30.683062,12.190439
75b28e36c9bb3fb304dcca06e3f98329,21.881851,21.7175,0.4190008
92fda871d79366d04738e9dd9e205da5,33.42508,-9.542158,21.328333
a1e70b29a2ed05f02988bbd93c72747e,0.1671894,13.201864,8.874074
a79da33e728bd1a35739cd35baa561e9,-8.425035,17.921267,-16.453299
a9804d9a7dbdb95e0828a11f507b4b7f,13.588928,31.62807,-7.448846
dc62b050242538c49b31d00f2b316af5,-13.684974,-19.374481,-0.20314859
4d8831c9a16c7209d955f901ab468b4a,14.3886595,8.528189,-1.1004612
65a35666e24eb233df544ed08c51dde8,8.579731,-23.765036,6.958398
9a4e257f300a65f5fc209366106b408d,1.3268422,-24.344328,31.062193
b076838fec4ae145fb4a9d6166326ea2,10.76079,1.2486303,16.090433
1ef4a9dfa5f73235a739693bf49d5dd4,20.520758,20.790266,27.046635
2cc3c0f261b08915808df72620074716,9.67635,26.36947,-6.464816
3947f0d145fdf31bd1107a8fbb551a7d,-3.86455,11.938794,-20.79162
3ea0c213e3a9561c58680512f9e387cc,20.682863,-10.5184145,12.535601
5a3101f6254df36133afdee08b9b8d5e,6.0346193,9.565527,28.569008
68647e69272ab5efd72a3bd6a46a5c93,34.672997,-3.23175,20.719961
98adafcd2b20e7c79b746ba5fbdbb5b6,-16.211306,-10.69103,3.3539193
a5f4fd05fc5526e9e58123c5a1ad01fe,14.718214,-15.020645,-25.329105
b3c3bfdf339bb68c97dc26df5eff9f41,11.431855,-29.150766,21.637373
21085f4d44a47fa377f3b6b5ccab8460,25.629004,6.5011907,-2.6443539
2a125c421541e472249dadba5050f1ce,13.196859,-5.651869,-4.3892865
3a69739c3f233dc38a44fe0f24d428a8,15.69054,16.480696,21.271227
3bcb97720987f56d7bf415e2c2816c4a,-1.9805952,-8.154326,13.590776
3efcfe9b692313fa95a96e447bc95b07,3.881001,-4.2493086,28.988737
474e61391758864651a8d5c2b95d2164,-7.093158,-5.4350066,-2.2907526
5ef04478fc953be54e02e460d6374b81,15.743599,17.9615,21.955645
5f0641ef9720298e261b7aa06413cc96,5.3549986,2.731514,11.461678
92f0d5715341ef8fb5ba3bcf9c386697,34.434624,-12.860199,26.522861
c55e044a0e2e9b6f24f24118f6ac3841,-10.247067,17.072483,-15.703505
d44c815e40ad4947adedd1af04364683,-8.43271,-11.542052,1.7394214
0f8b34d25c9e33c39b9df056e6a4f754,-15.279956,-0.4897225,23.247387
1f109078b6129de9717ff3305f876ce3,11.538899,2.6073554,0.99841166
30be7ce31ede0f3b8563f96779612dcf,30.686045,2.4791133,0.12238949
587d5ac8dfa5e6509df16f69c872dff8,-2.4953961,9.339724,-15.840413
7602044fcb94f798eb4c365f963dda23,22.508522,22.281496,1.1380037
86691e1b08ad20c6e6c0350669b87309,0.3607866,1.6962277,17.286871
91fe708ea232bd12c59bc76f8a72aaed,9.232047,16.098207,4.2044625
b068995e5baca95b2e8d8283a712a13a,-9.158,-2.1199455,4.876078
c781c336a55f4a26b2794b5fba91fe04,18.647594,26.392632,0.20621938
c8c95465d99239a8461de6d77aad24db,-13.030845,7.7155814,-11.978701
dd6f602d9b6c2a13c0250814d1e4b324,14.624055,32.185513,0.013269058
e2dee5e9fd6c5ce6c62d00a0eda7493c,-0.15611887,25.004927,26.49381
e49863d8056686e4190976903f024196,13.180119,-10.403156,16.257008
08f5967a4bfae7e8548f167760cf8bef,-0.47933745,-14.175263,5.1328998
67449befe9a0849ae3567ecab28af807,-3.7937477,12.666645,22.725937
8876d12f1c1a42609e5bb8776a14fb10,7.8564677,19.959805,0.09415785
8df1e5ebbbfb23dbfb0552321263bb72,14.651922,-16.811817,1.6815994
c954332fb8720c5e508cb8528e9d6e3d,20.7704,19.49899,5.208497
d7390260b58ab409704b531f15f370d4,3.7407908,27.753948,30.94323
dc1bd2c11c438fec645c1e40e829a7a8,23.908516,16.204,-8.779992
ec637a353098418b11afb588c98a0ef4,1.2004987,-9.708936,0.04763917
f059f3c427a5fb95cc9fc1198cc8f1f7,9.455672,-0.33116078,9.363291
f7689a882cbf36488219301d8acd6175,-1.8853747,-2.262128,-23.998425
09172d3c7f8eb51ed3319af52f8e246c,-1.7148268,2.3961267,5.1645813
0b23df6fd3efa0fcdf45fc5de5e84166,-0.20955497,-8.856867,9.400574
108b72204fbf8f51b02e3794842de401,-5.366158,-1.2922455,-8.586462
2aa62ae0e8eea945c14cfbba844a7782,26.87692,1.0915155,1.7988675
3334316041e98711b42e63cb7c9a0949,-6.7179823,-18.962444,23.698471
5734d7c9c3d9db29b09fa86233953928,21.486307,-11.288767,13.295247
59cffe04a0b45341da2617bf4c5ec029,-3.903341,-14.147677,37.654797
64f1da037c8cc7b8da328ea5e822e3a6,5.471312,19.232513,7.6804385
c25a7a390efcceefa3019e9461301501,1.6040041,2.4545388,30.512114
02554fd52979134a0a96ada73ef9cf0e,17.884787,14.041761,-15.229077
13dc1743b706390e3c39c27d77d2ff67,29.149189,15.480027,16.130735
1e9bf3c87ae4a2fa932f8582d70d1541,18.320307,-24.487253,3.0320861
1f3f7897b985264ded0e69d987128045,-8.946939,5.053767,29.329576
797b031311378a928490ba7fec9b3391,12.792062,31.608229,-15.133495
8237d3d7a7f530e829c60aadc01c6c72,24.28384,20.699703,-5.573717
82cc38e592fa597d864ed547d0205588,18.28965,-13.071957,27.78019
88e899a398dceb66b02adf0e165c18fd,12.125516,16.514221,28.732592
8eb33a57b82fcfdd55b166dae478dac0,10.876907,5.9936104,-37.429623
a09a7c28c9ac9ea3854abafdd29ea7d9,21.218904,25.93348,-0.8173199
a0eff229b89d8402b76ce6c5e15579da,-12.054934,-25.531548,13.860625
d2d89af093adf405c8a6452d62c9d0cd,15.29583,-24.437702,-7.6397038
f1164baf2dd4658d35c95ba862a40713,13.013877,-24.171473,2.4761224
f47bb5a5145027bc081c97cdb9f5a95e,-0.07159217,-4.8876605,15.199982
090defc36c9f18ae57b77cbcda16ddd4,-6.7432857,23.622482,-33.908394
1c433a9afb21797396d5964bea7167d8,-3.1554089,0.96871895,-23.668621
21d69894a6bd6761d45f88bd23b52437,5.751042,-19.448273,-3.7424948
31d998ec4a87c9691c1b2218fd271441,30.924204,-4.855172,-5.7631364
3fd08987c5a3fe56a8c1a78ca5f40634,3.8244145,-4.555492,6.7710743
4c26b1682729beab3f2e538bf477b197,17.942806,31.772331,-5.8385396
4e3f8756362c373806173c89560f79ce,-4.329814,19.405424,-41.69129
739f417c59030f5f3fb67573b04f29ea,31.59914,12.347392,22.923344
8927d2d6c0c92eabdd0043e39eac0b7b,-0.3938916,23.945671,10.671529
a3c9d29f2fa7d8b8fc0c8aa54a759226,37.411823,-7.6390944,18.087751
cbcbe035b2499ee1375cc22d6eff97d2,36.751755,-3.9298863,22.516651
d2bcbf1e1d06324a8faaf470fdeb7608,9.67894,1.4957997,4.597948
d97a63405b5ff46a3a577c8af6718b90,-0.28178653,19.581268,-30.538006
e6dc5af3afd003d6ff21a2bb4575c257,-16.310057,19.483305,-16.946974
01f9ce1946f5b8d5868685333beffbdc,2.302531,32.8267,19.618427
057581b7e42c93eb8c6b42e6bd3301bd,27.876137,-4.021385,14.827419
0c4e69dcb32f2e719d9e298a6a32fb45,-5.3134007,3.6355333,8.05017
392017f79248f9a0098f9f4dfe647b1f,-28.545443,30.745247,4.9543
54a201271cce8b8c9d2ec5c91f0b1e36,7.2708545,2.2028925,1.4469273
6fd869777ed2e64f81573ef449c1b00e,11.272134,-26.348637,10.125062
705d6294e867f6439bcb604d3ce8c19d,-3.0077538,9.541304,-15.628131
7942c671892f53b6c6f0486d8ca70d20,23.845001,-3.0680003,33.550175
7c5babaf9148ba118d39b120cc0e0115,11.036625,23.222973,15.152363
